text,username,city_request,city_provenance
Hello    I'm going on a business trip to England: flying in/out of Heathrow staying a few days in Oxford with one day in London before flying out again.    I'd prefer not to exchange money to bring cash and instead just use my credit card. Do you think I can avoid needing cash?    Here's what I plan to spend money on: transport from the airport to Oxford (Bicester specifically) take a bus to a site or two in Bicester take a train from Bicester to my hotel in central London and then to Heathrow. I'll be staying in hotels and hope to get food either as takeaway from grocery stores or from takeaway restaurants. Since I'm in London such a short time I just plan to do a few free things (I have tickets for the British Museum and plan to walk around and view a few other major sites from the outside like Buckingham Palace). Does this sound all doable with credit cards? I was especially wondering if that works ok with the public transport?    Thanks in advance! ,VitalHP,England,"Chicago, Illinois"
Newcastle Airport is an absolute disgrace and it's no good management blaming Covid for lack of staff for the total shambles because the place has been unfit for purpose for years. The following is a typical travellers experience - in the early hours of this morning we returned to NCL with Jet2 from Lanzarote. We're held on apron parking stand for 25 minutes before transfer buses arrived. As usual chaos in Border Control. Baggage was expected on Carousel 1 within 10 minutes with the Las Palmas next in line. 65 minutes later baggage appeared BUT it was the Las Palmas baggage!! Sometime later our baggage came up on Carousel 3. As usual not a single member of Airport staff to be seen. Then just for good measure both Exit doors closed and LOCKED still no staff.  Finally the taxi chaos. Because the airport schedules so many arrivals at the same time knowing full well that the infrastructure that can't cope - of course taxi company can't meet supply. To sum up - on stand at 01:50 got into taxi 03:44. What a disgrace the whole operation should be subjected to a full fit for purpose enquiry survey. Wonder if the Chief Exec Nick Jones knows or even cares about how badly his operation is run. ,R F,Newcastle upon Tyne,Newcastle upon...
I’ll be visiting Edinburgh for the first time next month and want to know what is the best way to get around the city and if I need any special passes to get around on say the trams? ,Gbearguy,Edinburgh,"Chelmsford, United..."
Hi  I’m trying to hire a car from the airport my flight in means a 8pm pick up . There seems no one is open then when I look online. Is this correct?  How do I hire a car from here out of hours please? ,begration,Leicestershire,"Enniskillen, United..."
Hi! I’m planning a trip to London and I was wondering what is your view on Eastern parts of London? Leyton in particular. My girlfriend and I booked a nice accommodation there (5 minutes from the tube) but from what I’ve read it is not exactly the safest area. Would you recommend staying there? ,KrH,London,Czech Republic
Is there a family ticket that you can use over a period of 3 days that will allow you to hop on hop off the tube? ,Mrssniffle,London,
I tested pos for COVID last Friday and am supposed to leave for a 3 week trip to Scotland and London on Sunday I used to live in London so it’s not a trip of a lifetime but I’m supposed to be meeting up with friends. I mostly travel solo so being able to travel with a friend is a real treat. I need help deciding if I should cancel. Although I still feel week and fatigued with headaches at times I know that in time this will improve. I also lost my sense of taste.    Should I stay or should I go? ,Taradog66,Scotland,"Edmonton, Canada"
Hi  wondered if there was anywhere in Poole to have late drinks? A wine bar maybe?  We are of the older generation 😉 but like to have a drink after a meal and I know the pubs close at 11.    Thanks. ,shashaKent,Poole,"Kent, United Kingdom"
Hi    We are renting a cottage near abersoch over new year. I’d like to make something special to eat for New Year’s Eve along with some party food etc. Are there any farm shops/delicatessens etc nearby please? ,Heath56,Gwynedd,"Kendal, United..."
While I only posted questions concerning my recent trip on the Manchester forum I did spend two and a half days in Liverpool and about two and three-quarters in Manchester. The MCR trip report will be posted on that forum. While I didn't post here I did read this forum often so thanks to all the frequent posters!    Day One: Landed in MAN and headed to the train station to get to Liverpool. After some headaches with weather and train cancellations I arrived.    My first impression was that Liverpool was a great sized walkable city with interesting architecture and an unfortunately high number of U.S. fast food imports. I checked into my teeny tiny cell of a hotel room at The Resident.    Although it was late in the afternoon I took the short walk to the Walker Art Gallery mainly to see the John Moores painting prize exhibit. Interesting. A charming guard named Arthur pointed out some of the highlights of the museum to me. I decided that if I found myself with time that I would return. I didn’t.    Had dinner at wonderfully named Pieminister because savory pies aren’t a big thing in the U.S. and I’m a huge Sweeney Todd fan. The meat pie I had was fine but my decidedly non-expert option was that there must be much better available.    Day Two: Up early to head to Albert Docks. The sky was clear and the sun was shining. Perfect morning. I headed to Rough Hands Bakery for breakfast with a view of the still blue water. So far so good.    The Maritime Museum was up next. I have a lot of thoughts about this place: basically they have too many objects and artifacts to view and too much text to read. I did enjoy the Lusitania exhibit mainly because it was manageable in scope. The International Slavery Museum while crucially important lacks flow and focus.    Had lunch at the museum cafe where I sat outside and stopped the seagulls from stealing my meal.    Then headed over to The Tate. This was just a few days before they relocated so the top floor was closed. I read reviews that indicated that the collection was sparse but after spending time at the Maritime Museum I was happy to see edited exhibits. I found a good deal of the art compelling and had an interesting conversation with a museum guard about the nature of port cities.    Breaking my no more than one or at the most two museums in a day rule I stopped at the small but interesting Open Eye gallery and gained a bit more insight on the Northwest.    I then did the most Liverpool tourist thing ever. I snapped a photo of The Lads in between all the other tourists posing among the Fab Four. (An astute TA poster said this would happen! I owe him a pound.) Exhausted I headed back to The Resident for the weeknight happy hour because I was exhausted and deserved a nice glass of wine.    I had made some hotel happy hour friends the night beforeso suggested that we head to The Philharmonic Pub. We saw the gent’s loo and I had another meat pie actually better than the one I had the night before. I knew it.    Day Three: Started the day going to the city’s cathedrals. The Gothic Revival Anglican one was up first. It was grand. I enjoyed the contemporary art near the altar. On the other end of Hope Street I was wowed by the modernist design of the Metropolitan Cathedral. Having been in tons of cathedrals I have to say that it is among the lovelist and most unique. It seems to have an elevated simplicity. Stunning.    Church visiting made me hungry so I headed to Victoria Museum and Gallery for lunch. The exterior of the building seemed instantly iconic and I adored the warm colored tiles that adorned the cafe. I lingered and then visited the small galleries.    After all this I headed to the Casa Pub suggested by the guard at the Tate. He thought I’d like it since it has memorabilia from former dockworkers and a big collection of photos of locals who fought the fascists in the Spanish Civil War. I thought I’d like it too so had a relatively quick look around.    The Tate guard also told me not to miss the Bluecoat Gallery which was already on my list so I headed there next. It was an interesting and inviting space with a lovely garden and a weirdly disturbing exhibit.    From there I had my final dinner in Liverpool at the Lebanese restaurant Blalchick and returned to my tiny room to pack to head to Manchester.    Epilogue: My biggest regret regarding my time in Liverpool is that I never managed to try scouse! Also the Bombed Out Church was closed for various private events each time I tried to visit. Finally Port Sunlight Village sounds like a great day trip. I guess this leaves something for a next time. ,baltoellen,Liverpool,"Baltimore, Maryland"
